8.0	49	16.730412277091400	60.263732315796160	90.672661166376060	93.198827770690920	95.508585666401280	95.909621033874840	96.805231747282980	97.523643084775220	98.438912337771280	98.283883042471980	98.337611561011840	98.861363199406880	99.604423863475300	99.466354981796560	99.332373702292480	99.308572852213980	99.538955246922220	99.175964511940100	98.775754338592900	98.879381258825840	99.367987297556980	99.177270813776540	99.395124197658480	99.051629056013100	98.983852205090860	98.784047650777460	98.628130968622400	98.825844606884320	99.378716607779120	98.825702480307960	98.180420830257300	98.793997387780700	99.535385697258600	99.444424292607400	99.825952202350020	99.406669983031200	99.672812130943980	99.211359755434840	99.542869232141820	99.271936876973800	99.125712591152480	98.661096924508860	98.501108396232220	97.874092916409460	97.256703625828600	97.236584212204940	96.728451930463440	96.169484416351300	95.739501486245720	93.917050698952360	91.737747020956360	70.761207747137800	19.593238264448480
7.5	48	0.000000000000000	59.710538517656900	90.590475445014080	93.096592511676840	95.065464419854800	95.975972043059020	96.929948245025260	97.885373545113200	98.268285883136380	98.225905418478840	98.697574738066720	99.136929740189220	99.515073645425240	99.531481994431780	99.473198908116700	99.273602174962340	99.372112347172680	99.223471664951180	98.929067528887960	98.631325750957780	99.097786035402700	99.017018459390780	99.090773058811600	98.780930602475900	98.782458758028280	98.553917485445400	98.840649833277760	98.913660575775840	99.162424595994360	98.849211723934520	98.651836313301300	98.465547254597700	99.109407125100920	99.009747790236560	99.394378857997600	98.924578164757720	99.231430028946860	98.931800208515400	99.397819321670380	99.418724513014120	99.194677176887020	98.557176009341340	98.687155912517520	98.370537838491780	98.093050905745220	97.694190307541460	97.139698727714320	96.153198181667120	95.532952033257600	94.100024516197960	91.548267930977780	71.026685115676880	0.000000000000000
7.0	47	17.182848409766560	60.843245824431080	90.508289723652080	93.299204384616280	95.680707458282020	96.210668342197400	97.053215644645840	97.895491639668800	98.522952231182160	98.593378965676780	99.089852232586940	99.299245232837700	99.787458983604660	99.606663213506500	99.755337760780120	99.401300677128380	99.452420301855000	99.140064865546940	99.085718361050060	99.028773780093360	99.374812633705220	99.130677116185960	99.170018975721200	98.851535159624580	98.811134739100960	98.892404663285720	99.266890303267400	99.206116094349020	99.508109476487980	99.137942029205640	99.112165444415660	99.056498113824080	99.426947758310880	99.278931890476860	99.817237274646100	99.281288714684460	99.396529611570300	99.343747129279360	99.697883333010160	99.456130740392860	99.677095594040080	99.138567582818640	99.319801406004780	98.910913635841420	99.050771851119080	98.270320759770480	97.982954491185260	96.717188058105400	96.139083948919640	93.970118713836380	91.358788840999160	70.311788129697480	19.542632865065870
6.5	46	0.000000000000000	61.975953131205260	90.774047587831700	93.911227844854160	95.499037286226920	96.132778222802680	97.177840850100420	98.120425137734000	98.470266721303200	98.534805980459200	99.201849547004040	99.182739974970000	99.443988216514900	99.352374115209440	99.412182278063080	99.123842470916080	99.073096160686340	98.798649134331460	99.022198742242800	99.023238374660340	99.195307657413200	98.960858395926640	98.993725133112140	98.644056321200320	98.925851866801500	98.937676125329120	99.257876247354380	99.135804021864820	99.325033393913400	99.082281471984460	99.026492392654800	99.221331997972080	99.155364137219740	98.861794738713900	99.185113484731680	98.986809807763740	99.317839921113040	99.348775364021540	99.355978123610120	99.030819521507080	99.243932677569840	99.000197321888360	98.854102807465100	98.902543447750040	98.903980339451300	98.353366389236080	97.752965386001060	96.593515610649600	95.846698264232360	94.282577549228760	91.289755379617800	69.596891143718080	0.000000000000000
6.0	45	17.222003403056030	62.472651719453540	91.039805452011320	93.658630675529400	96.271435618968840	96.590918820299120	97.404944395219140	98.060755203065320	98.702883535837520	99.123633134616460	100.000000000000000	99.428752519208240	99.453379792275500	99.291061399154460	99.417174765346600	99.104205702963820	98.917472735642800	98.964178687026580	99.181189098929360	99.106139314939780	99.422321225360560	99.107570868683940	99.199966839600320	99.067264960205480	99.310540281575560	99.250700490132760	99.691134538956140	99.393649882142760	99.573938605316340	99.130388394565320	98.690190656246980	99.029128622421460	99.111382053882120	98.962150497980280	99.074612117802960	99.192890829770220	99.539244901096520	99.197776594850820	99.346434275901720	99.052814220117260	99.267618272843900	98.972927065096500	98.193869054217180	98.874212016084940	99.309239669700040	98.515915308696200	98.082025052933260	96.934455569232300	96.371615948131420	94.012495602859180	91.220721918236440	69.963168813141780	20.675459488323060
5.5	44	0.000000000000000	62.969350307701820	90.999561043287940	93.412053786283360	95.554648389672300	96.554517044205760	97.526521630931020	98.014767743470600	98.830390242273080	99.256843022169120	99.427266537443900	99.078890309587520	99.168435069404360	98.941316923786280	99.163054242666680	98.958332839949840	99.035289662764400	98.959403779202740	99.068451952095420	98.797808560808880	99.143663307253520	98.847137013848240	99.207506289360720	99.114496398445680	99.245409081576800	99.063451014670200	99.457150539281200	99.173722362433700	99.428689655327400	99.175142844713500	99.147258217296360	99.093609781584720	99.121787623980560	98.800813081522100	99.168631935458260	99.170896492417720	99.154518126161520	98.556651838383500	98.919126914806680	98.566384810216240	99.099527925041320	99.430023611436600	98.938047747612280	99.091195892672500	99.001076607555300	98.319030122915440	97.870088978844200	96.690665665214900	95.756673957494740	94.175066995840120	91.640404925279540	70.329446482565500	0.000000000000000
5.0	43	17.475379323273780	62.586815445827420	90.959316634564580	93.577320739883460	95.980587109231260	96.832928842412220	98.131857340828640	98.533731833213320	99.347066667615120	99.264644480653980	99.373332818019000	99.085709151996840	99.200153251968140	99.033442125202720	99.335392441583940	99.092788544919920	99.305949296262180	99.117316633403140	99.335406369440680	99.165814066332440	99.507386428996360	99.316116447855900	99.668424905548640	99.425670875512560	99.493148631615720	99.438820630545680	99.900294241064800	99.544991029655680	99.791954808846060	99.423216607904600	99.630089586640220	99.391983260610440	99.481345578933400	99.285373853946080	99.628206050090300	99.230278592468500	99.351279272748320	98.949790468713840	99.207036734725240	98.964014543999260	99.134085005668480	99.132254763653320	99.037102432122880	98.966454236196800	99.284840744933180	98.662202334967680	98.388635074313200	96.839911343155100	95.789347220792540	93.993037807481240	92.060087932322660	69.923520692486780	19.490112505577600
4.5	42	0.000000000000000	62.204280583953020	90.827689440750080	93.957325429454660	95.657907342101680	96.664753875383220	97.821759905608700	98.641235580938960	99.078635205165060	99.081335414812640	99.065638434985580	98.690460228412680	98.950368828583380	98.656905883472520	98.866066054192000	98.771479601883740	98.918513663976940	98.868507088706940	99.208948829606860	99.022654906083840	99.360405946109780	99.241517443030340	99.524321682588540	99.426613566440140	99.483441009822760	99.298388634832000	99.576344894786440	99.313992706278180	99.396087473262560	99.095679191418620	99.419177592734860	99.362888095283500	99.506773612285860	99.231130705238480	99.290637094881740	98.770732554617660	98.965330892405840	98.684194028998300	98.986266155977740	98.948551625387120	99.166235310530960	98.927808005385340	98.897136036716000	98.452677875058620	98.938741621765960	98.656303397708800	97.784790715421380	96.490997412299740	95.697492847176400	93.947649080969660	91.910661699191040	69.517594902408060	0.000000000000000
4.0	41	17.675821404718490	62.203027013374240	90.696062246935600	93.741706196779900	96.028962954337580	96.815869760601820	97.849192825283960	98.473563811173240	99.244903157293500	99.085758305579580	99.117425278698000	98.929131603133560	99.253955950480160	98.815925821543700	98.700486289827860	98.750352920127620	98.728118669054880	99.060880317132640	99.609226954195980	99.339373047898300	99.670065006328580	99.554936644592800	99.760730815335100	99.541539693165320	99.715613206403220	99.601868557643780	99.792703996970780	99.410415672466920	99.382723186507340	99.319620328382140	99.588053497597060	99.621573327363880	99.951730069688020	99.455195758905740	99.532479069580480	99.090417555568140	99.055117713259100	98.910252276977180	99.105282234800280	99.073193099781160	99.654496605682880	99.122209726101160	99.170955834297180	98.994700629157460	99.361144469363220	98.398472695681480	97.603226977363800	96.750229828115600	96.561977674643620	94.148226858830520	91.761235466059420	69.896192232189220	19.578541037233370
3.5	40	0.000000000000000	62.201773442795460	91.063022748873040	94.284474156391760	95.723484682397440	96.720569387402540	97.809411165728700	98.158923681176520	98.787127056897100	98.899369371514180	98.926156726124640	98.654684954943380	98.914983720749980	98.652355162394260	98.840923012055640	98.801327119744040	98.902413382262280	99.037668556572700	99.266440438084080	99.055545324984780	99.465680247666760	99.547433313677200	99.580247377827660	99.263201184482780	99.467046793589380	99.600768392369140	99.432542880122820	99.152242800111400	99.272540223853440	99.212025438005560	99.462634746397920	99.583621646886900	99.507363038585160	99.105443191115980	99.303530326364320	99.003340884815340	99.052985665174980	98.796415130851040	98.867343246648920	98.584441933254360	98.742126820414920	98.735578459039280	99.115988627718900	98.994024337910820	98.773558673565800	97.973215938290120	97.542328692904080	96.344717248155240	95.788029449157340	94.322045213649380	91.917554009396600	70.274789561970380	0.000000000000000
3.0	39	17.867658095226430	63.325833813988300	91.429983250810500	94.047718204079480	95.859932231457920	97.009909281506120	98.508958769051760	98.447785662305340	98.845312017604140	98.840124728087480	99.033147299343020	98.932601628375400	99.098938815182140	98.930232964608800	99.209523476256460	98.916138440853920	99.042539183677480	99.143704258414240	99.363320916582920	99.332719962543100	99.589677345676500	99.451854852010100	99.749624197815540	99.274444254514520	99.288604391102420	99.082583790321780	99.184456331040000	99.011775698553880	99.343169470789440	99.162221347930020	99.466838403102200	99.321584558788700	99.388657246649820	99.310232877527460	99.572858159945420	99.257717322358540	99.357068931774440	99.032269135270860	98.983233687690000	98.524680839195980	97.993990283683160	98.815935949679820	99.563395879628340	98.900775485139500	98.765849948699100	98.417993516637820	98.248154607807200	96.830630308982360	95.923377660181140	94.355018172230680	92.073872552733780	70.132864794744560	19.637649580928350
2.5	38	0.000000000000000	64.449894185181140	91.408975915624620	94.616483177657760	96.057773851468420	96.950176738112260	98.013591694945100	98.277948181388900	98.679030755327900	98.582670223888580	98.910227417663700	98.943635444033020	98.962789990693300	98.760114404602320	98.903380675968040	98.611163983737780	99.047530783564180	99.131288376823840	99.412011558282240	99.322336262928140	99.283227521664620	98.920684550871180	99.162902938062680	98.796347244657360	98.801330299933080	98.256506046775560	98.647618830098760	98.367234192274660	98.678102334329160	98.626852079822900	98.993521074668160	98.847220938515880	99.173638439765960	99.173972912398560	99.264564886556760	99.097601312898980	99.235039745825740	98.992358790767960	98.848151062343420	98.537057452156400	98.691939074169580	98.970779176368520	98.785358652427880	98.279831774319660	98.734265399845360	98.684753571754920	97.956494283181480	96.806271719785780	96.073363292995560	95.100777262358380	91.958037092134880	69.990940027518740	0.000000000000000
2.0	37	17.894928451074660	63.804488839866040	91.387968580438760	94.379998366031940	96.804503258645780	97.227494809842980	98.317283091227400	98.539323868367900	99.010192598429980	98.777635174003860	99.081456703390200	98.925437533978880	99.048471298955740	98.817975038932380	99.032720839275640	98.974893531534940	99.405131590017580	99.374438648564400	99.831100676794060	99.380779958852360	99.300211927182640	99.074655057138080	99.184955758906580	98.795211111710020	98.863863517197000	98.404253094512260	98.782278750304800	98.274521877122860	98.375153594429620	98.518130279870720	99.033172877231680	98.906807804920320	99.284702661499580	99.088881422359460	99.213827160984060	99.166378034622220	99.493129947861520	99.048381328630720	98.879954318759300	98.817661142947160	99.265929384470200	98.716736913102460	98.327427779395020	98.489883668982140	99.206626304607780	98.535943324672280	98.086797233378040	97.191155470487220	96.463026529657020	94.422104817623780	91.842201631535980	69.704469122076640	20.420224694948980
1.5	36	0.000000000000000	63.159083494550960	91.502291132939680	94.711038447385500	96.282129427433620	96.838016151386440	98.083255384158680	98.551871602425380	98.705139264116580	98.436221170306700	98.825286705805220	98.628186689536600	98.643541419224640	98.430593612895940	98.833661129281520	98.850557713108720	99.149430311426800	99.130233950622100	99.313385652930200	99.069470968504580	99.099544811762120	98.892767991591880	98.730125091608860	98.335677926079140	98.256362538946600	97.714364063771680	97.970794829656080	97.573420971482300	98.057740886901020	98.037342567998700	98.441883766366940	98.462134742434180	98.767933689534000	98.683022954555700	98.874538987966240	98.860953716744300	99.088967853368520	98.828082257134060	98.858329878739540	98.587703416402680	98.481533176485740	98.302811312176080	98.430382971784200	98.145648817606080	98.523973507452020	98.165596188948400	98.115160359206820	97.408526399128080	96.192003910767120	94.282413846943720	92.126673515800840	69.417998216634520	0.000000000000000
1.0	35	18.110185520639880	63.079893570153540	91.616613685440620	94.307490761023540	96.774959852316720	97.380606910446100	98.625850691595460	98.585608922490800	98.822271685304280	98.788535724341040	99.155282259987380	98.715781750581320	98.466914075510340	98.661674090479200	99.020772351845860	99.082702773754100	99.211797991958800	99.123600234965700	99.222737015800100	99.121243902715520	99.135728359769400	98.808745730142480	98.507098689857780	98.161778714918960	98.111544648738560	97.769265244494400	97.813115533065580	97.715992006349660	98.245046413693520	97.954009444749240	98.234884877803240	98.357404440869460	98.641874399646580	98.722276431930920	98.740352119580940	98.908336942969600	99.173705491734200	98.983160441353800	99.137579522662160	98.421508025054060	97.769688592893980	98.381927852039120	98.945643977959620	98.413163863634500	98.578022718645820	98.541348146087920	98.799721615372740	97.453640585276900	96.614048867339720	94.555830431473120	92.411145400065700	69.356297664847820	19.324108778274770
0.5	34	0.000000000000000	63.000703645756140	91.186529837739800	94.127351058951320	96.266437350461780	97.283600946485680	98.162992624247680	98.342441710638060	98.712870208865300	98.740367781765860	98.720335813284500	98.612743977290980	98.649717988467820	98.728416321664620	99.026603661296840	99.247683038103000	99.141210689446100	98.929631981481800	99.200259336078100	99.057039266788000	98.978396040453700	98.699387879350840	98.311761401208680	97.692793595000280	97.810547568265760	97.438036732401820	97.594164694067040	97.232385107157260	97.691106820366620	97.298763919501500	97.906692131638700	98.090723743593820	98.613190683568720	98.823856253940520	98.827957106013680	98.858336443818940	99.058864686642400	98.793274493884860	98.691812901898280	98.191060568257380	98.260906358577220	98.509567525126760	98.438714064486220	97.983339940326540	98.569630069642080	98.622052061384760	98.139626089288260	96.992265459267080	96.332616700267060	94.915713611543380	92.303328701040620	69.294597113061120	0.000000000000000
0.0	33	17.907773683397570	63.262091917601960	90.756445990038960	94.118891424535320	96.879837544093420	97.473763333499220	98.400077148271520	98.503214966577780	98.946399657753000	98.590739788347000	98.372949234093800	98.642093445823940	98.790797579405380	98.886459063613520	99.109542933573880	99.102798880216820	99.175729746240760	99.218540674931060	99.591629080242440	99.135990103797940	99.021428655906540	98.523464373748360	98.347765440625800	97.943027878110420	97.999815296922340	97.692410571823580	97.893121403643460	97.696868245857460	97.988231841114260	97.690690192501780	98.002395985656220	98.320424605498660	98.896308337093920	98.849430179704960	98.889283606714300	98.941166987316820	99.410142317131640	98.786037722064940	98.645337022788820	98.489462068471400	98.573308748030760	98.359991143175600	98.316304814531960	98.484372167363740	99.095105558211220	98.571430049585860	98.144465221128420	97.317089792854880	96.808438862918100	94.637134637852060	92.195512002015520	69.498624382395520	19.740817762295310
-0.5	32	0.000000000000000	63.523480189447800	91.170187194651400	94.711931105057640	96.251060656180120	97.331537695146240	98.160130556986640	98.323941349648560	98.564344890370500	98.303242479775300	98.585894909851980	98.791882992505660	98.952033426862240	98.917079419810240	99.067448724862380	98.878239802949660	99.177444106290240	99.177171891759280	99.176499879056640	98.873863412254760	98.683811781965440	98.025275519110260	98.229139507538140	97.731737179893240	97.781066569037140	97.438668854326620	97.751802499574720	97.673734631514840	97.728070880167260	97.473369023735140	98.024813925933880	98.292270355650640	98.837117660429900	98.788272521071100	98.841549011084680	98.606905581602380	98.878075381999200	98.295397054454480	98.606787745257660	98.548141934808560	98.438966554593500	98.040783485012880	98.484668138117320	98.542738356385240	98.756919912438280	98.424097357619000	98.052272274284460	97.323189628105940	96.301348055479460	94.628874074931240	92.356012213869880	69.702651651729940	0.000000000000000
-1.0	31	18.076450900544730	63.613387310294300	91.583928399263840	94.294573612653840	96.080936280423240	97.327611051264320	98.584966034880260	98.502586710865740	98.683796074305140	98.622312119431020	98.875504933033160	98.980030993912600	99.308373715727740	99.060093368175080	99.364932743115740	99.183016722101100	99.478634984211220	99.148189728832300	99.063335131970140	98.763547763802000	98.814679540590200	98.516336365094680	98.811779890523260	98.248988148641420	97.954044945006300	97.798338847588620	98.001685108813940	97.909649925491060	97.776948024304760	97.890493566317680	98.331220338693540	98.627335317676600	99.371619427903900	99.005556097749400	99.081734334950940	98.892565930544820	99.199856574808300	98.715125470004640	98.938274968978820	98.586426959972100	98.593632050521760	98.550367600921740	99.038845896539120	98.672657275371020	98.965738377537640	98.559230905118420	98.317336890284500	97.215549548534160	96.444889655962580	94.520056858655100	92.516512425724220	69.247073280671780	18.981197785000430
-1.5	30	0.000000000000000	63.703294431140800	91.514700176876400	94.801498665870640	96.235666955253060	97.313004194607580	98.168125103098040	98.417643384629020	98.620993056169960	98.626704990610460	98.840992745109060	98.944362334383800	98.994625908784280	98.649987594046620	98.980076585357840	99.010259358127820	99.066833991786580	98.873616907388580	98.791030483935180	98.302312970392940	98.578098542873540	98.413610510154980	98.602341975971320	98.498390579142860	98.225622251431360	97.798956482207660	98.119596101187880	98.186231937330700	98.035858759442800	97.980436878537320	98.396215753175960	98.514231148458280	99.004794456409320	98.780598107071720	98.855199306680040	98.681767230817700	98.839285675019660	98.426973281776980	98.561392551149560	98.265658885579220	98.554174616234600	98.528208971613180	98.431347058940640	98.143306471022080	98.607803539459780	98.529750995032540	97.982494447961960	96.776782019783620	96.085551760796200	94.489951278002360	92.202848770051200	68.791494909613640	0.000000000000000
-2.0	29	18.340218192651720	64.468883893253700	91.445471954488980	94.360501433474620	96.747228680110700	97.334203383111320	98.356886798275360	98.400619619759480	98.755827775135160	98.760428511701900	98.917398722408860	98.931445272788100	99.075779990979040	98.887285008605820	98.895126646141180	98.758161111488080	98.904824717418680	98.836010744161980	98.924856925989120	98.700842458429060	98.781791150356080	98.649731947220980	98.685586924064160	98.540834686843420	98.651096999368660	98.376738674002160	98.491510876399220	98.265358328760200	98.199818197598400	98.405652221054000	98.758974647014720	98.816391744050940	99.352729142203420	99.038978814110360	98.876697553879760	98.802454857384980	99.048545612675720	98.557865191431100	98.614663068263240	98.510983269380300	98.829198557224180	98.412691160929560	98.015026896588160	98.336493943016060	98.792418314246820	98.316459348509800	98.306107886747160	97.118126698075500	96.630584089436240	94.335154754266520	91.889185114378160	68.224606219698080	19.163282621336820
-2.5	28	0.000000000000000	65.234473355366580	91.359270733264220	94.447806433428120	96.100277236089840	96.919693859451660	97.802348569590980	98.072120520998400	98.707630937149440	98.741782558653120	98.899921062587700	98.788240043380680	98.905324433972220	98.928245803256420	98.529202427616080	98.222433724264640	98.601796176749820	98.640744425851540	98.830126209379220	98.794408786978100	98.885979336404440	98.717939204308740	98.697376238811860	98.328264244797940	98.695220866265200	98.565390338033120	98.595663814766520	98.183872303712460	98.560933415980340	98.683379161065580	98.849810837328600	98.639632038527300	99.106379670295460	99.145890453286520	98.870647038332800	98.602809032166780	98.666714420460040	98.141278803008380	98.425436553650540	98.334412566454540	98.488918473397980	98.278330218292780	98.367648314452720	98.395224090207200	98.289810029522380	97.637560198012700	97.725875426959160	96.759032796334940	96.077894678643640	94.330898535249240	91.606898938102600	67.657717529782520	0.000000000000000
-3.0	27	17.975413453689560	64.912964281077720	91.273069512039460	94.004445932888960	96.286379971368840	96.879425142296420	97.860693099638480	98.362038005560640	99.260792893811040	99.015140707606840	99.152262925908120	98.853452086016000	98.829031898272700	98.548167712862260	98.071003536802100	98.284477167269840	98.639181839464460	98.723877216541600	98.960494698698180	98.962008433137180	99.249778203974780	98.888001686886240	99.057714582076580	98.848292751747840	99.236131882861040	98.964353544072400	99.141881740921220	98.850567547387720	99.176664001544940	98.954399230120540	99.317257502706760	98.936868240378720	99.287267047164640	98.977874804759800	98.857191113998160	98.649963837468780	98.874224233989280	98.422886256360560	98.611391776876000	98.358548938068640	98.513732551620440	98.552633744385840	98.782012052722740	98.425555607963680	98.334037515622800	98.018790048895980	98.200800826741860	97.064885231172220	96.591063293554180	94.083484323085520	91.324612761827060	67.386213071490460	19.189702469911250
-3.5	26	0.000000000000000	64.591455206788860	90.843855099698200	94.010527814719380	95.708063813693720	96.450933638726720	97.475358742979260	98.254545507794580	98.885531535826040	98.905724452055120	98.916057550151160	98.644273476502500	98.649988647891220	98.364389613117800	98.220466040060080	98.205289568548120	98.564489368971540	98.655087902152240	98.820856502129080	98.843352042897680	98.847435588898320	98.526574757184880	98.928514458826180	98.771060297255820	98.989769037836600	98.914010214474200	99.049079357681780	98.899852143372240	98.941885202936240	98.640296255164940	98.848073011864200	98.503316373116120	98.821491732725600	98.621150604589980	98.589347909627260	98.265630969720940	98.458016290051580	98.064650211568540	98.333419948469040	97.974658857323580	98.145498783818800	98.636460154907400	98.715617364750200	98.190948773302020	98.291721781601640	97.902761655206580	97.515311588948480	96.708644008057960	95.846059885708620	94.087362701711560	91.336490251596900	67.114708613198400	0.000000000000000
-4.0	25	17.949256379508720	64.346783974720080	90.414640687356960	93.548056684379320	96.084413829959860	96.627664635485820	97.335262725757240	98.221354640762820	99.121063289643460	98.961602606196740	98.961969346138900	98.742179198188940	98.762259603671860	98.448420945504700	98.241181441772260	98.286880886280780	98.758398165721280	98.664538759714280	98.824491364768240	98.752975208401660	98.770037351535960	98.750664086301920	99.358708198787440	98.916232867934640	99.037873756755340	99.015961504600660	99.240573331959400	98.979265033013120	99.050728411662880	98.862050606941160	98.931421916468980	98.702830472801360	98.874232906031660	98.566288717790980	98.613418950199980	98.455889868488560	98.627559744927540	98.448216618050400	98.682978948108060	98.129873632818700	97.457143571423760	98.389311016344420	99.253048478068660	98.670142260969580	98.739139182275120	97.989847834130400	97.249039865787540	96.498236733185900	95.997169539510800	93.736978754122640	91.348367741366720	67.354324350271680	19.036149979084110
-4.5	24	0.000000000000000	64.102112742651320	90.653261827262100	93.682644405481080	95.641123289664460	96.640048347499500	97.538673248480620	98.174547039856040	98.841285033860880	98.857653336949540	98.851043189388200	98.600214366442520	98.675676905009960	98.425853123456880	98.319690815775800	97.942654369081400	98.556463699119900	98.420177606215400	98.599952008277900	98.574020074404780	98.543926169714660	98.347336037699400	98.602842598476940	98.497289218939960	98.847831896590300	98.871388715213680	98.960364075484500	98.725906245057940	99.001886909959060	98.825755844467880	98.774651865183260	98.502350695588680	98.574712652671740	98.156352410342320	98.409875009305300	98.316949809105740	98.536194228401340	98.417677567597500	98.574078537709700	98.404713154419420	98.211359334175960	98.210591860977840	98.753273843791840	98.497432610232540	98.547321185015060	98.068450633252400	97.041813299864060	96.038093519387380	95.253772667100060	93.515015033901400	91.141701457246960	67.593940087344960	0.000000000000000
-5.0	23	17.976773134406880	63.890469758111720	90.891882967167240	93.687354543616360	96.157386575717460	96.871184076603400	98.004834880809720	98.357104546321700	99.211876468994460	98.853752363127160	98.984335708021840	98.713779238509280	98.914380526468540	98.597751183939740	98.669074328792640	98.371183968990660	99.104624655461500	98.570964723598840	98.581118987723180	98.404136692816200	98.484311215218560	98.336539990989980	98.208036938481000	98.495939294196880	98.984775895452240	98.765747987915700	99.003588009706940	98.952449956969620	99.405157138647600	98.775206137561660	98.839079004207460	98.611419351515320	98.765914598724300	98.372919168129820	98.552778867573260	98.486573904340820	98.782589791974620	98.597991317488360	98.790944480713860	98.523410185881240	98.772988749882800	98.673552281344620	99.052022425888360	98.714404959501300	98.884262314300180	97.858143482240120	96.811669181028940	96.064483374959300	95.464812575600740	93.410525908362560	90.935035173127180	66.669123198754300	18.889132493852260
-5.5	22	0.000000000000000	63.678826773572140	91.034958728807820	94.017504226099620	95.700658327302680	96.682466502386880	97.540410797646340	98.037159795626560	98.432800095428460	98.361143938542780	98.637917609071460	98.356186353104240	98.676410138426000	98.381696757040940	98.501964636616900	97.768382522627100	98.426241817959900	98.177937644995300	98.359230401898900	97.977096493918300	98.333366059618420	98.306475772560920	98.383331006663160	98.293655123914280	98.541411917686300	98.203239331289940	98.694160412242120	98.675148434465980	98.556428630889920	98.030832562923640	98.490641045017360	98.338333107540840	98.373956351146860	98.016630795879360	98.335897010884360	98.293977148709700	98.596160405633500	98.400753429667400	98.666556237877140	98.124994358508880	98.677147561180440	98.658606088629480	98.534885376459900	98.423902487584180	98.281032194135180	97.668191800379000	96.998094777589400	95.943358223820180	95.208132952259460	93.727240850820940	90.767828413693300	65.744306310163620	0.000000000000000
-6.0	21	17.895167919890420	63.814995995849640	91.178034490448420	93.808256574028240	95.945276005006740	96.417269903275480	97.437182011762180	97.732253421612540	98.121020178550080	98.306614601947800	98.850004436616900	98.717475497541680	99.053376917090340	98.834301267652640	99.188704938006940	98.449027446805840	98.654022448755660	98.545199741880420	98.700768480958800	98.429495891056600	98.565580756775880	98.400990209156980	98.725156191696520	98.407261439267080	98.683977320088760	98.521823558747520	98.894665873505580	98.384574401510500	98.114576387522420	98.281967674900960	98.754319505397500	98.422806559906300	98.374946902442960	98.295349207799100	98.480201231375160	98.552119405167440	98.907321252182280	98.853282013471980	99.349532682618480	98.711650834368100	99.152001047700680	98.570351887862420	98.005010503737520	98.176801254299440	98.147772174277340	97.668868869159120	97.569159905129480	96.234818468839000	95.697120158795980	93.400513834798920	90.600621654259460	65.426928765879680	18.008273702356290
-6.5	20	0.000000000000000	63.951165218127140	91.236061025255460	94.092211574558180	95.286636818670220	95.604155093946120	96.733570614829320	97.333651700511320	97.781021219903740	97.894289854081400	98.443700605445940	98.610334283355260	98.879329590856960	98.713426458472420	98.700962416847280	98.184999877833640	98.610203712971980	98.648070392811960	98.583352105550660	98.474537832573420	98.434545096309220	98.006748115594580	98.145417051038740	97.926257121368780	98.335603353433920	98.305411710105780	98.432213452134820	97.853906910548020	98.318348218152020	98.228142243760260	98.371388693664660	98.223626724243840	98.359827991817720	98.309617901498860	98.504857794761080	98.526977988402640	98.847886945743480	98.755520689419740	98.677030007899880	98.220075248644360	98.688279682609880	98.465789911382040	98.327492811682940	98.130519851598640	97.938291762073640	97.290351596850600	96.915027746559440	95.729635587610320	95.117432351611080	93.577072675319320	90.750704241424360	65.109551221595720	0.000000000000000
-7.0	19	18.202359091253720	64.826031381012940	91.294087560062520	93.591928576763620	95.504904601169820	95.806036691774160	96.559293653097680	97.191700041242380	97.775123146472160	97.828684782850880	98.420173847730240	98.569238889159540	99.140180704509840	98.631332841491420	98.716718393076140	98.629129468341300	98.953722132486660	98.567072453703240	98.510031715858500	98.470788850166920	98.691313680292960	98.175380164712180	97.923506775495160	98.031785411899140	98.426767262172320	98.425124236952400	98.674869314379840	98.480404616686940	99.076767330777360	98.509146993667040	98.279466301257020	98.345549656183100	98.531120439085260	98.456273337423120	98.702634057767680	98.771725535869240	99.201727852969280	98.683374689334320	98.382991410916920	98.531508279237420	98.915252522712400	98.683981752005980	98.708650980013540	98.133183767346000	98.184523425567940	97.358287435143900	97.070963896647400	95.907076761327580	95.465900984718660	93.251119198504660	90.900786828589240	65.866395447946340	18.064079285949340
-7.5	18	0.000000000000000	65.700897543898740	91.061407616528220	93.476510571263980	94.927475615982300	95.555793418883060	96.264451532553360	97.098731664888380	97.356043735404820	97.225152283119660	98.054387468198280	98.106266721042860	98.419907561926160	97.955005809907300	98.620611219321920	98.661077469968740	98.387829455009600	98.156465573655800	98.409610886447240	98.207272171942820	98.476186081270620	98.079952087466060	98.118054582076120	97.850610488560240	98.239287741778100	98.293448661151660	98.616504471621040	98.316074911042540	98.556336674930060	98.452212098873460	98.412829549039620	98.347985160146300	98.426472329302580	98.281720951340640	98.632666604751600	98.655562244337380	98.680601946651780	98.393258804031340	98.549873037373660	98.607713934676060	98.700214163226340	98.646233593915960	98.221286261673140	97.509040812203860	97.297090435957160	96.887310821509640	96.476742419946540	95.361806576334020	94.733553855916820	93.060716305391460	90.807473737261100	66.623239674296980	0.000000000000000
